host,time,readable_time,Abs-Humidity-ACT,Abs-Humidity-MAX,Abs-Humidity-MIN,Abs-Humidity-SET,Fan-Circ-ACT,Fan-Circ-MAX,Fan-Circ-MIN,Fan-Circ-SET,Fan-Exhaust-ACT,Fan-Exhaust-MAX,Fan-Exhaust-MIN,Fan-Exhaust-SET,Pressure-ACT,Pressure-MAX,Pressure-MIN,Pressure-SET,Rel-Humidity-ACT,Rel-Humidity-MAX,Rel-Humidity-MIN,Rel-Humidity-SET,STATUS,Temperature-ACT,Temperature-MAX,Temperature-MIN,Temperature-SET
,1584467596000,2020-03-18T01:53:16Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.73,85,-45,25
,1584467601000,2020-03-18T01:53:21Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584467606000,2020-03-18T01:53:26Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584467612000,2020-03-18T01:53:32Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584467617000,2020-03-18T01:53:37Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584467622000,2020-03-18T01:53:42Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584467627000,2020-03-18T01:53:47Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584467632000,2020-03-18T01:53:52Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584467637000,2020-03-18T01:53:57Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584467642000,2020-03-18T01:54:02Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584467653000,2020-03-18T01:54:13Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584467658000,2020-03-18T01:54:18Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584467668000,2020-03-18T01:54:28Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584467678000,2020-03-18T01:54:38Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584467683000,2020-03-18T01:54:43Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584467689000,2020-03-18T01:54:49Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.629999,85,-45,25
,1584467699000,2020-03-18T01:54:59Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.629999,85,-45,25
,1584467704000,2020-03-18T01:55:04Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.620001,85,-45,25
,1584467709000,2020-03-18T01:55:09Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.620001,85,-45,25
,1584467719000,2020-03-18T01:55:19Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.629999,85,-45,25
,1584467725000,2020-03-18T01:55:25Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.610001,85,-45,25
,1584467730000,2020-03-18T01:55:30Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.610001,85,-45,25
,1584467735000,2020-03-18T01:55:35Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.59,85,-45,25
,1584467740000,2020-03-18T01:55:40Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.57,85,-45,25
,1584467750000,2020-03-18T01:55:50Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.58,85,-45,25
,1584467761000,2020-03-18T01:56:01Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.59,85,-45,25
,1584467766000,2020-03-18T01:56:06Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.610001,85,-45,25
,1584467771000,2020-03-18T01:56:11Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.620001,85,-45,25
,1584467776000,2020-03-18T01:56:16Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.629999,85,-45,25
,1584467781000,2020-03-18T01:56:21Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584467786000,2020-03-18T01:56:26Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584467796000,2020-03-18T01:56:36Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584467802000,2020-03-18T01:56:42Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584467807000,2020-03-18T01:56:47Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584467822000,2020-03-18T01:57:02Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584467827000,2020-03-18T01:57:07Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584467832000,2020-03-18T01:57:12Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584467843000,2020-03-18T01:57:23Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584467853000,2020-03-18T01:57:33Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584467858000,2020-03-18T01:57:38Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584467863000,2020-03-18T01:57:43Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584467868000,2020-03-18T01:57:48Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584467873000,2020-03-18T01:57:53Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584467879000,2020-03-18T01:57:59Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584467884000,2020-03-18T01:58:04Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584467894000,2020-03-18T01:58:14Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584467899000,2020-03-18T01:58:19Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584467904000,2020-03-18T01:58:24Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.629999,85,-45,25
,1584467909000,2020-03-18T01:58:29Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.620001,85,-45,25
,1584467915000,2020-03-18T01:58:35Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.59,85,-45,25
,1584467920000,2020-03-18T01:58:40Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.610001,85,-45,25
,1584467925000,2020-03-18T01:58:45Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584467930000,2020-03-18T01:58:50Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.610001,85,-45,25
,1584467940000,2020-03-18T01:59:00Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.620001,85,-45,25
,1584467945000,2020-03-18T01:59:05Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.610001,85,-45,25
,1584467956000,2020-03-18T01:59:16Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584467961000,2020-03-18T01:59:21Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584467971000,2020-03-18T01:59:31Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584467976000,2020-03-18T01:59:36Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584467981000,2020-03-18T01:59:41Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584467992000,2020-03-18T01:59:52Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584467997000,2020-03-18T01:59:57Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.719999,85,-45,25
,1584468007000,2020-03-18T02:00:07Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584468012000,2020-03-18T02:00:12Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.74,85,-45,25
,1584468017000,2020-03-18T02:00:17Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.73,85,-45,25
,1584468022000,2020-03-18T02:00:22Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.74,85,-45,25
,1584468028000,2020-03-18T02:00:28Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.77,85,-45,25
,1584468033000,2020-03-18T02:00:33Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.75,85,-45,25
,1584468038000,2020-03-18T02:00:38Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.77,85,-45,25
,1584468048000,2020-03-18T02:00:48Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.75,85,-45,25
,1584468064000,2020-03-18T02:01:04Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.75,85,-45,25
,1584468079000,2020-03-18T02:01:19Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.790001,85,-45,25
,1584468084000,2020-03-18T02:01:24Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.809999,85,-45,25
,1584468094000,2020-03-18T02:01:34Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.790001,85,-45,25
,1584468100000,2020-03-18T02:01:40Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.780001,85,-45,25
,1584468105000,2020-03-18T02:01:45Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.799999,85,-45,25
,1584468115000,2020-03-18T02:01:55Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.77,85,-45,25
,1584468120000,2020-03-18T02:02:00Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.74,85,-45,25
,1584468125000,2020-03-18T02:02:05Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.77,85,-45,25
,1584468130000,2020-03-18T02:02:10Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.77,85,-45,25
,1584468141000,2020-03-18T02:02:21Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.77,85,-45,25
,1584468146000,2020-03-18T02:02:26Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.75,85,-45,25
,1584468151000,2020-03-18T02:02:31Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.74,85,-45,25
,1584468166000,2020-03-18T02:02:46Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.74,85,-45,25
,1584468171000,2020-03-18T02:02:51Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.75,85,-45,25
,1584468177000,2020-03-18T02:02:57Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.719999,85,-45,25
,1584468182000,2020-03-18T02:03:02Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.73,85,-45,25
,1584468187000,2020-03-18T02:03:07Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.73,85,-45,25
,1584468197000,2020-03-18T02:03:17Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584468202000,2020-03-18T02:03:22Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584468207000,2020-03-18T02:03:27Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584468218000,2020-03-18T02:03:38Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584468223000,2020-03-18T02:03:43Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.719999,85,-45,25
,1584468228000,2020-03-18T02:03:48Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584468233000,2020-03-18T02:03:53Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584468243000,2020-03-18T02:04:03Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584468249000,2020-03-18T02:04:09Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584468254000,2020-03-18T02:04:14Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.719999,85,-45,25
,1584468259000,2020-03-18T02:04:19Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584468264000,2020-03-18T02:04:24Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584468269000,2020-03-18T02:04:29Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584468279000,2020-03-18T02:04:39Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584468284000,2020-03-18T02:04:44Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.73,85,-45,25
,1584468295000,2020-03-18T02:04:55Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.74,85,-45,25
,1584468300000,2020-03-18T02:05:00Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.75,85,-45,25
,1584468305000,2020-03-18T02:05:05Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.77,85,-45,25
,1584468310000,2020-03-18T02:05:10Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.780001,85,-45,25
,1584468315000,2020-03-18T02:05:15Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.75,85,-45,25
,1584468320000,2020-03-18T02:05:20Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.74,85,-45,25
,1584468326000,2020-03-18T02:05:26Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.75,85,-45,25
,1584468336000,2020-03-18T02:05:36Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.780001,85,-45,25
,1584468341000,2020-03-18T02:05:41Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.77,85,-45,25
,1584468356000,2020-03-18T02:05:56Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.790001,85,-45,25
,1584468362000,2020-03-18T02:06:02Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.77,85,-45,25
,1584468367000,2020-03-18T02:06:07Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.780001,85,-45,25
,1584468372000,2020-03-18T02:06:12Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.790001,85,-45,25
,1584468377000,2020-03-18T02:06:17Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.75,85,-45,25
,1584468382000,2020-03-18T02:06:22Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.77,85,-45,25
,1584468387000,2020-03-18T02:06:27Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.75,85,-45,25
,1584468398000,2020-03-18T02:06:38Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.74,85,-45,25
,1584468403000,2020-03-18T02:06:43Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.719999,85,-45,25
,1584468408000,2020-03-18T02:06:48Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.73,85,-45,25
,1584468413000,2020-03-18T02:06:53Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584468418000,2020-03-18T02:06:58Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584468423000,2020-03-18T02:07:03Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584468428000,2020-03-18T02:07:08Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584468439000,2020-03-18T02:07:19Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584468444000,2020-03-18T02:07:24Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584468449000,2020-03-18T02:07:29Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584468454000,2020-03-18T02:07:34Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584468459000,2020-03-18T02:07:39Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584468464000,2020-03-18T02:07:44Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.629999,85,-45,25
,1584468469000,2020-03-18T02:07:49Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584468475000,2020-03-18T02:07:55Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584468480000,2020-03-18T02:08:00Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584468485000,2020-03-18T02:08:05Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584468490000,2020-03-18T02:08:10Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584468500000,2020-03-18T02:08:20Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584468505000,2020-03-18T02:08:25Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.73,85,-45,25
,1584468511000,2020-03-18T02:08:31Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.73,85,-45,25
,1584468516000,2020-03-18T02:08:36Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.719999,85,-45,25
,1584468521000,2020-03-18T02:08:41Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.719999,85,-45,25
,1584468526000,2020-03-18T02:08:46Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.73,85,-45,25
,1584468531000,2020-03-18T02:08:51Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584468541000,2020-03-18T02:09:01Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584468546000,2020-03-18T02:09:06Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.700001,85,-45,25
,1584468552000,2020-03-18T02:09:12Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584468557000,2020-03-18T02:09:17Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584468562000,2020-03-18T02:09:22Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584468567000,2020-03-18T02:09:27Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584468572000,2020-03-18T02:09:32Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.690001,85,-45,25
,1584468582000,2020-03-18T02:09:42Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584468588000,2020-03-18T02:09:48Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584468598000,2020-03-18T02:09:58Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584468603000,2020-03-18T02:10:03Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584468608000,2020-03-18T02:10:08Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584468613000,2020-03-18T02:10:13Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584468618000,2020-03-18T02:10:18Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584468624000,2020-03-18T02:10:24Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.67,85,-45,25
,1584468629000,2020-03-18T02:10:29Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584468639000,2020-03-18T02:10:39Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584468644000,2020-03-18T02:10:44Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.68,85,-45,25
,1584468649000,2020-03-18T02:10:49Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584468654000,2020-03-18T02:10:54Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.66,85,-45,25
,1584468660000,2020-03-18T02:11:00Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584468665000,2020-03-18T02:11:05Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584468670000,2020-03-18T02:11:10Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.629999,85,-45,25
,1584468675000,2020-03-18T02:11:15Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584468680000,2020-03-18T02:11:20Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.629999,85,-45,25
,1584468690000,2020-03-18T02:11:30Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584468701000,2020-03-18T02:11:41Z,4.05591,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.639999,85,-45,25
,1584468706000,2020-03-18T02:11:46Z,4.074221,20,-20,0,0,120,0,100,0,120,0,50,0,100,0,0,0,95,0,20,1,23.620001,85,-45,25
